timestamp,type,category,symbol,side,price,qty,value,fee,fee_currency,order_id,exec_id,is_maker,pnl,slippage,spread,coin,tx_id,status
2025-08-08T10:00:04.516000,trade,unknown,SOLUSDT,Sell,177.07,0.2,35.414,0.0070828,,8dc7818f-4fe3-4119-9050-b6bf1ce60fd9,b7a6c3a4-24a0-4101-84d9-e57e9e69c42e,True,,0.0,0.016999999999995907,,,completed
2025-08-08T10:00:04.516000,pnl,unknown,SOLUSDT,Sell,177.07,0.2,,0,,8dc7818f-4fe3-4119-9050-b6bf1ce60fd9,,,-0.0617158,0,0,,,completed
2025-08-08T10:00:00.168000,trade,unknown,ARBUSDT,Buy,0.4259,9410,4007.719,0.8015438,,1fedd504-f7d2-4b87-9107-d180e4a6153b,a3d62db9-7079-4573-a49d-22c149a5169f,True,,0.0,9.999999999998899e-05,,,completed
2025-08-08T10:00:00.168000,pnl,unknown,ARBUSDT,Buy,0.4259,9410,,0,,1fedd504-f7d2-4b87-9107-d180e4a6153b,,,-9.6695278,0,0,,,completed
2025-08-08T10:00:00,trade,unknown,ARBUSDT,Sell,0.426,9410,4008.66,-0.400866,,5243cbe5-a0cf-43ac-b0cf-7bd47fdbbd36,a31eb4d9-e54c-4f1b-b89a-9fcc4e8956db,False,,0,0.0,,,completed
2025-08-08T10:00:00,trade,unknown,SOLUSDT,Buy,177.07,0.2,35.414,0.0035414,,de32823d-711f-4396-ab44-84e33084a5f2,ff7550ad-93fb-420f-8249-c5fe2e6811f0,False,,0,0.2740000000000009,,,completed
2025-08-08T09:59:54.570000,trade,unknown,LINKUSDT,Sell,19.324,415.9,8036.8516,4.42026838,,ac43d568-b8b9-46d0-aff7-125ca60d9430,ed60acf7-fe0e-455b-993c-bedd626f5fae,False,,-0.0052,0.0010000000000012221,,,completed
2025-08-08T09:59:54.570000,pnl,unknown,LINKUSDT,Sell,19.324,415.9,,0,,ac43d568-b8b9-46d0-aff7-125ca60d9430,,,225.25900938,0,0,,,completed
2025-08-08T09:59:51.341000,trade,unknown,DOTUSDT,Sell,3.9189,892.4,3497.22636,1.9234745,,1abc49c7-a85c-4a89-a916-298d5666da24,796b0b6b-8668-4e8e-a139-743f486258e7,False,,0.0,0.0,,,completed
2025-08-08T09:59:51.341000,pnl,unknown,DOTUSDT,Sell,3.9189,892.4,,0,,1abc49c7-a85c-4a89-a916-298d5666da24,,,51.46733611,0,0,,,completed
2025-08-08T09:55:04.650000,trade,unknown,SOLUSDT,Buy,177.29,0.2,35.458,0.0070916,,3c184c60-d22b-4c5a-b99b-40143a74a530,b7d44a88-b962-4c9c-8878-954bad0bf7b3,True,,0.0,0.18200000000001637,,,completed
2025-08-08T09:52:55.686000,pnl,unknown,BNBUSDT,Buy,789.8,5.9,,0,,e990b690-7c36-4443-b8e7-0607519f2f5d,,,-1.568987,0,0,,,completed
2025-08-08T09:52:55.685000,trade,unknown,BNBUSDT,Buy,789.8,5.9,4659.82,0.931964,,e990b690-7c36-4443-b8e7-0607519f2f5d,eb435383-fbd0-4a53-9ea6-a5b6c4ba5cf7,True,,0.0,0.20000000000004547,,,completed
2025-08-08T09:51:41.645000,trade,unknown,BNBUSDT,Sell,790,2.95,2330.5,0.4661,,2f89f65f-d154-4da7-b3b9-3e59b853b543,7f088c65-60b9-404e-9f08-f5af19c00c92,True,,0.0,0.11000000000001364,,,completed
2025-08-08T09:51:01.835000,trade,unknown,BNBUSDT,Sell,789.7,2.95,2329.615,0.465923,,bcd82d64-c705-4087-86b5-384dd5e3ac25,91ceac3b-21d8-4afa-acdc-00543474aa9d,True,,0.0,0.05000000000006821,,,completed
2025-08-08T09:49:01.999000,trade,unknown,BNBUSDT,Buy,790,2.95,2330.5,1.281775,,13bbddd8-aab0-4252-aaba-4345b5439ca5,4492dee4-e0a5-4a70-be81-6b21844f7bb1,False,,-4.7619,0.0,,,completed
2025-08-08T09:49:01.999000,pnl,unknown,BNBUSDT,Buy,790,2.95,,0,,13bbddd8-aab0-4252-aaba-4345b5439ca5,,,-3.22258,0,0,,,completed
2025-08-08T09:47:58.676000,trade,unknown,BNBUSDT,Sell,789.5,2.95,2329.025,0.465805,,8b666783-0760-4a5c-9b9f-bc6d7890919e,43bef28d-0a58-44f5-8302-ac23ea9352b9,True,,0.0,0.2599999999999909,,,completed
2025-08-08T09:46:58.967000,trade,unknown,DOGEUSDT,Buy,0.2241,21331,4780.2771,0.95605542,,ab71bf83-90fb-4dac-9877-660dbc5e4841,1630ec43-facb-4975-a2ac-7d5532fe6e6f,True,,0.0,4.999999999999449e-05,,,completed
2025-08-08T09:46:58.967000,pnl,unknown,DOGEUSDT,Buy,0.2241,21331,,0,,ab71bf83-90fb-4dac-9877-660dbc5e4841,,,-21.10617126,0,0,,,completed
2025-08-08T09:40:21.468000,trade,unknown,BNBUSDT,Sell,789.8,2.94,2322.012,1.2771066,,0dd929af-63be-49c3-97a1-1e9aa0a82359,8a14886d-0aac-4a31-9d20-a10b84d90517,False,,-5.2365,0.12000000000000455,,,completed
